,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id
10,Ant Design Vue,vueComponent/ant-design-vue,['vue3'],ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-03-14 17:31:40,2024-03-03 06:09:19,5191.0,47.0,3639.0,304.0,1719.0,211.0,5259.0,19398.0,2024-01-05 11:34:20,4.1.0,,327492.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,52243.0,52243.0,270.0,39,True,2,,ant-design-vue,https://www.npmjs.com/package/ant-design-vue,327492.0,
11,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-03-14 13:00:52,2024-03-11 11:04:08,8613.0,247.0,1553.0,87.0,2870.0,248.0,2427.0,14913.0,,,,166329.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,28331.0,28331.0,299.0,39,True,2,,naive-ui,https://www.npmjs.com/package/naive-ui,166329.0,
12,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-03-13 13:48:04,2024-03-13 13:48:02,1877.0,36.0,939.0,65.0,823.0,28.0,638.0,12141.0,2023-10-13 09:39:45,pinia@2.1.7,,4570265.0,98.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",210113.0,210113.0,228.0,39,True,2,,pinia,https://www.npmjs.com/package/pinia,4570265.0,
13,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-03-14 14:31:46,2024-03-14 01:02:05,4446.0,271.0,2195.0,488.0,4223.0,695.0,2924.0,75864.0,2024-03-11 18:44:06,tauri-cli-v2.0.0-beta.9,23455.0,24832.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",595.0,595.0,348.0,38,True,1,,tauri,https://www.npmjs.com/package/tauri,1377.0,
14,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-03-14 10:43:49,2024-03-13 17:41:49,12308.0,140.0,2599.0,289.0,6211.0,460.0,4511.0,19170.0,2024-03-13 17:43:12,3.9.7,,,93.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",180580.0,180580.0,872.0,38,True,1,,,,,
15,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-03-09 15:17:06,2024-03-09 15:17:03,4734.0,26.0,1223.0,115.0,892.0,69.0,3239.0,10475.0,2024-03-10 23:15:18,4.12.6,,,100.0,Painless Vue forms.,77353.0,77353.0,370.0,35,True,1,,,,,
16,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2024-02-26 13:47:01,2024-02-26 13:46:55,1457.0,3.0,5025.0,511.0,968.0,64.0,2778.0,19009.0,2022-09-06 10:10:34,3.6.5,,11884981.0,90.0,The official router for Vue 2.,3.0,3.0,290.0,34,True,3,,vue-router,https://www.npmjs.com/package/vue-router,11884981.0,
17,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2024-03-14 16:09:51,2024-03-14 15:22:57,3434.0,125.0,312.0,30.0,1648.0,455.0,1929.0,3254.0,2024-03-14 15:26:14,1.9.7,,52418.0,52.0,Free and Open Source UI Library for Vue 3.,1343.0,1343.0,122.0,34,True,3,,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,52418.0,
18,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2024-03-14 16:58:23,2024-03-14 01:21:53,2885.0,107.0,240.0,56.0,3854.0,138.0,903.0,755.0,2024-03-14 01:33:38,@aws-amplify/ui-react-core@3.0.12,,144578.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",47539.0,47539.0,110.0,34,True,3,,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,144578.0,
19,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2024-03-14 05:32:21,2024-03-14 05:32:20,2648.0,37.0,432.0,89.0,1444.0,16.0,909.0,8436.0,2024-03-09 11:54:21,@urql/exchange-request-policy@1.1.0,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,365103.0,365103.0,246.0,33,True,2,,,,,
20,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2024-03-03 22:14:44,2024-03-03 22:14:44,2138.0,51.0,4061.0,513.0,438.0,451.0,1127.0,24232.0,2024-02-15 18:10:48,6.6.1,102480.0,1191.0,87.0,Browser devtools extension for debugging Vue.js applications.,3.0,3.0,141.0,32,True,1,,,,,
21,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2024-03-14 17:16:46,2024-03-14 16:44:25,9435.0,166.0,1750.0,331.0,2422.0,515.0,1679.0,18127.0,2024-01-23 16:49:06,16.2.0,,,82.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,864.0,31,True,2,,,,,
22,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2024-03-12 10:42:40,2024-03-04 10:41:52,22281.0,10.0,186.0,22.0,561.0,,138.0,704.0,2023-09-25 13:42:10,4.3.2,5150.0,74.0,85.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,31622.0,31622.0,1526.0,31,True,3,,,,,
23,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1596.0,259.0,142.0,83.0,453.0,10110.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,130891.0,130891.0,26.0,30,True,3,,,,,
24,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,,2014-08-18 11:54:00,2024-03-11 11:19:56,2024-03-11 11:17:27,1474.0,2.0,3456.0,779.0,339.0,12.0,1172.0,23966.0,2024-03-11 11:46:21,7.2.0,,,35.0,Bootstrap 5 & Material Design UI KIT.,11582.0,11582.0,119.0,29,True,1,,,,,
25,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2024-03-14 16:34:09,2024-03-14 16:33:18,421.0,35.0,294.0,33.0,359.0,14.0,288.0,5617.0,2023-05-23 16:56:08,6.1.0,,,30.0,Minimal GraphQL client.,227566.0,227566.0,88.0,29,True,3,,,,,jasonkuhrt/graphql-request
26,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-03-14 15:29:25,2024-03-12 15:25:13,705.0,39.0,981.0,168.0,610.0,26.0,1089.0,23810.0,2024-02-07 21:50:10,@headlessui/vue@v1.7.19,,,96.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",2731.0,2731.0,59.0,28,True,1,,,,,
27,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-03-13 16:57:07,2024-03-13 16:57:02,1952.0,193.0,146.0,31.0,262.0,64.0,799.0,3971.0,2024-03-11 15:20:16,1.6.0,,,41.0,Vue Forms Supercharged.,76.0,76.0,55.0,27,True,2,1.0,,,,
28,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2024-03-14 07:58:49,2024-03-14 07:58:48,1581.0,108.0,173.0,11.0,480.0,45.0,327.0,1083.0,2024-03-11 07:55:24,0.8.6,,5894.0,37.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,82.0,26,True,3,,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,5894.0,
29,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-03-12 14:33:32,2023-12-22 13:21:42,670.0,2.0,495.0,80.0,330.0,180.0,723.0,6800.0,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",46853.0,46853.0,93.0,25,True,3,,,,,
30,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,149.0,34.0,271.0,107.0,144.0,937.0,2020-06-03 22:45:05,0.11.0,,5708.0,29.0,Semantic UI integration for Vue.,1833.0,1833.0,71.0,25,True,3,,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,5708.0,
31,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2024-03-11 20:06:41,2024-03-08 10:56:15,1017.0,20.0,497.0,108.0,453.0,254.0,666.0,5979.0,2024-03-08 10:56:30,4.0.2,,,91.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,136.0,23,True,1,,,,,
32,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2024-03-11 22:24:46,2024-01-19 16:50:08,776.0,14.0,88.0,110.0,919.0,,239.0,1864.0,2024-01-19 16:50:14,typescript-example@4.0.0,,,100.0,Minimal hooks-first GraphQL client.,1103.0,1103.0,87.0,23,True,3,,,,,
33,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2024-03-10 16:02:59,2024-03-10 15:07:59,581.0,21.0,131.0,16.0,47.0,3.0,214.0,584.0,2024-01-05 11:45:31,4.10.2,,,96.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3387.0,3387.0,7.0,23,True,2,,,,,
34,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,165.0,38.0,257.0,128.0,415.0,2361.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,34.0,34.0,64.0,22,True,2,,,,,
35,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-01-02 19:39:52,2024-01-02 19:39:49,494.0,11.0,927.0,122.0,81.0,,199.0,3213.0,2022-11-25 13:55:14,4.2.0,,,60.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,20,True,1,,,,,
36,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558.0,,243.0,30.0,126.0,113.0,339.0,2228.0,,,,,,The easiest way to build forms with Vue.,44.0,44.0,18.0,19,True,3,,,,,
37,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2024-03-01 12:33:56,2024-03-01 12:33:28,636.0,8.0,31.0,9.0,72.0,12.0,124.0,782.0,2024-03-01 12:40:46,3.4.0,,,67.0,A tiny and fast GraphQL client for Vue.js.,13.0,13.0,22.0,19,True,3,,,,,
38,flowbite-vue,themesberg/flowbite-vue,['tailwind'],components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2024-02-26 10:39:01,2024-02-26 10:38:57,440.0,9.0,100.0,10.0,129.0,37.0,91.0,629.0,,,,,,Official Vue 3 components built for Flowbite and Tailwind CSS.,1561.0,1561.0,38.0,19,True,3,-1.0,,,,
39,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214.0,,11.0,11.0,102.0,12.0,21.0,189.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,1003.0,1003.0,9.0,18,True,2,,,,,
40,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2024-03-05 10:29:46,2023-10-31 04:41:59,440.0,,359.0,30.0,17.0,21.0,17.0,1925.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,3.0,17,True,3,,,,,
41,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,23.0,12.0,11.0,,14.0,241.0,2017-01-19 19:12:25,1.1.0,,2228.0,1.0,A Vue mixin to save the state of a component to local storage.,151.0,151.0,9.0,17,True,3,,vue-save-state,https://www.npmjs.com/package/vue-save-state,2228.0,
42,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641.0,,466.0,15.0,28.0,160.0,67.0,3351.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,16,True,2,,,,,
43,Equal UI,quatrochan/Equal,"['vue3', 'typescript']",ui-frameworks,https://github.com/Equal-UI/Equal,https://github.com/Equal-UI/Equal,MIT,2019-10-15 14:40:47,2023-08-15 19:13:09,2023-08-15 19:03:41,167.0,,65.0,16.0,212.0,2.0,68.0,1192.0,,,,447.0,,Equal UI is a Vue 3 UI library empowered by Tailwindcss.,3.0,3.0,12.0,16,True,3,,equal-vue,https://www.npmjs.com/package/equal-vue,447.0,Equal-UI/Equal
44,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,141.0,23.0,7.0,24.0,4.0,767.0,,,,,,A sortable list directive with Vue.,1272.0,1272.0,10.0,16,False,2,,,,,
45,vorms,Mini-ghost/vorms,,forms,https://github.com/Mini-ghost/vorms,https://github.com/Mini-ghost/vorms,MIT,2022-04-27 16:26:30,2024-03-04 01:54:03,2024-03-04 01:53:07,201.0,9.0,17.0,6.0,33.0,8.0,10.0,488.0,2023-02-25 09:28:18,1.1.0,,,10.0,Vue Form Validation with Composition API.,47.0,47.0,6.0,16,True,3,-1.0,,,,
46,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-03-08 03:03:55,2024-02-05 10:45:16,1261.0,30.0,30.0,8.0,39.0,16.0,114.0,818.0,,,,,,Type safe TypeScript client for any GraphQL API.,,,11.0,15,True,3,,,,,
47,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-12-29 12:37:44,2023-01-23 23:36:07,1914.0,,46.0,5.0,60.0,38.0,149.0,697.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,15,True,3,,agnosticui,https://www.npmjs.com/package/agnosticui,,
48,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2023-09-09 12:02:12,2023-04-26 22:35:18,525.0,,16.0,6.0,58.0,3.0,13.0,509.0,2023-03-20 23:34:42,3.1.8,,127.0,63.0,Powerfully simple global state management for Vue 3.,12.0,12.0,10.0,15,True,3,,harlem,https://www.npmjs.com/package/harlem,127.0,
49,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355.0,,51.0,10.0,93.0,44.0,71.0,227.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,3.0,3.0,18.0,15,True,3,,,,,
50,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66.0,,8.0,9.0,9.0,2.0,17.0,75.0,2015-06-26 16:49:13,.1.5.0,,2772.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1228.0,1228.0,4.0,15,False,3,,vue-route,https://www.npmjs.com/package/vue-route,2772.0,
51,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48.0,,108.0,24.0,15.0,16.0,15.0,954.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",160.0,160.0,8.0,14,True,3,,,,,
52,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2024-02-27 10:56:13,2024-02-27 10:55:41,18.0,3.0,642.0,13.0,42.0,5.0,45.0,370.0,2024-02-27 10:56:13,4.0.0,,,5.0,Vue Argon Dashboard.,,,2.0,14,True,3,,,,,
53,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176.0,,18.0,7.0,40.0,2.0,12.0,169.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,26.0,26.0,2.0,13,True,1,,,,,
54,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123.0,,3.0,6.0,38.0,4.0,6.0,168.0,2019-11-22 17:42:00,1.2.0,,70.0,3.0,Vuex alternative based on Vue.observable().,6.0,6.0,4.0,11,True,3,,vue-stator,https://www.npmjs.com/package/vue-stator,70.0,
55,Storybook for Nuxt framework,storybook-vue/nuxt,[],dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2024-02-27 11:33:36,2024-01-13 04:15:40,343.0,2.0,13.0,9.0,40.0,35.0,15.0,132.0,2024-01-13 04:20:49,0.2.1,,,9.0,Storybook integration for Nuxt Framework - Unleashing the power of Storybook in Nuxt/Vue Land!.,5.0,5.0,4.0,11,True,3,,,,,storybook-vue/storybook-nuxt
56,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9.0,,28.0,60.0,9.0,,7.0,650.0,,,,,,"Deprecated, please use the Headless UI repo instead.",19.0,19.0,4.0,10,True,3,,,,,
57,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72.0,,17.0,1.0,6.0,8.0,1.0,33.0,,,,,,simple drag&drop component for vue 3.x.,290.0,290.0,,10,True,3,,,,,
